2022-05-09 14:02:40,472 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2022-05-09 14:02:40,487 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2022-05-09 14:02:40,488 INFO  Logger.cs: 73 - Commit version 1.5.1-0-g916b5db
2022-05-09 14:02:40,488 INFO  Logger.cs: 74 - Build version 1.5.7152.31018
2022-05-09 14:02:40,506 INFO  SwAddin.cs: 250 - Adding Assembly export to file menu
2022-05-09 14:02:40,506 INFO  SwAddin.cs: 253 - Adding Part export to file menu
2022-05-09 14:02:40,516 INFO  SwAddin.cs: 218 - Connecting plugin to SolidWorks
2022-05-09 14:06:11,851 INFO  SwAddin.cs: 271 - Assembly export called for file three_links.SLDASM
2022-05-09 14:06:17,688 INFO  SwAddin.cs: 290 - Saving assembly
2022-05-09 14:06:17,774 INFO  SwAddin.cs: 293 - Opening property manager
2022-05-09 14:06:17,800 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from three_links.SLDASM
2022-05-09 14:06:17,800 INFO  ExportHelperExtension.cs: 1142 - Found 38 in three_links.SLDASM
2022-05-09 14:06:17,800 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in three_links.SLDASM
2022-05-09 14:06:17,800 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2022-05-09 14:06:17,800 INFO  ExportHelperExtension.cs: 1167 - 5 components to check
2022-05-09 14:06:17,800 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from link2-1
2022-05-09 14:06:17,800 INFO  ExportHelperExtension.cs: 1142 - Found 27 in link2-1
2022-05-09 14:06:17,800 INFO  ExportHelperExtension.cs: 1152 - Found 1 features of type [CoordSys] in link2-1
2022-05-09 14:06:17,816 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from base_link-1
2022-05-09 14:06:17,816 INFO  ExportHelperExtension.cs: 1142 - Found 27 in base_link-1
2022-05-09 14:06:17,816 INFO  ExportHelperExtension.cs: 1152 - Found 1 features of type [CoordSys] in base_link-1
2022-05-09 14:06:17,816 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from link1-1
2022-05-09 14:06:17,816 INFO  ExportHelperExtension.cs: 1142 - Found 27 in link1-1
2022-05-09 14:06:17,816 INFO  ExportHelperExtension.cs: 1152 - Found 1 features of type [CoordSys] in link1-1
2022-05-09 14:06:17,816 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from link3-1
2022-05-09 14:06:17,816 INFO  ExportHelperExtension.cs: 1142 - Found 27 in link3-1
2022-05-09 14:06:17,816 INFO  ExportHelperExtension.cs: 1152 - Found 1 features of type [CoordSys] in link3-1
2022-05-09 14:06:17,816 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from gripper-1
2022-05-09 14:06:17,816 INFO  ExportHelperExtension.cs: 1142 - Found 28 in gripper-1
2022-05-09 14:06:17,816 INFO  ExportHelperExtension.cs: 1152 - Found 1 features of type [CoordSys] in gripper-1
2022-05-09 14:06:17,816 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from three_links.SLDASM
